id_client,nom_client,email_contact,telephone_contact,type_client,siret_entreprise,id_forfait_actuel,nom_forfait_actuel,statut_contrat,score_nps_satisfaction,date_souscription,arpu_mensuel_actuel_eur,arpu_potentiel_5g_max_eur,gain_arpu_potentiel_eur,consommation_donnees_mensuelle_gb,quota_donnees_mensuel_gb,taux_utilisation_quota_mars_pct,frais_hors_forfait_eur,commune,code_departement,nom_region,nb_micro_coupures_reseau_30j,score_risque_churn_pct,score_propension_upsell_5g_pct
CLI-00082,TotalEnergies IT #82,contact.82@company-b2b.fr,+33621206617,B2B_PROFESSIONNEL,45011078653,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-06-03,59.99,74.99,15.0,143.6,150.0,95.7,83.53,Strasbourg,67 - Bas-Rhin,Grand Est,17,83.0,95.0
CLI-00083,Thales Optronics #83,contact.83@company-b2b.fr,+33637943633,B2B_PROFESSIONNEL,45086253165,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-01-29,59.99,74.99,15.0,183.4,150.0,122.3,63.72,Montpellier,34 - Hérault,Occitanie,3,47.0,95.0
CLI-00084,Atos Worldline #84,contact.84@company-b2b.fr,+33623336224,B2B_PROFESSIONNEL,45012012152,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-04-07,59.99,74.99,15.0,182.8,150.0,121.9,76.21,Montpellier,34 - Hérault,Occitanie,2,43.0,95.0
CLI-00085,Capgemini Engineering #85,contact.85@company-b2b.fr,+33631697556,B2B_PROFESSIONNEL,45081569970,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-05-05,59.99,74.99,15.0,146.8,150.0,97.9,52.24,Lille,59 - Nord,Hauts-de-France,3,27.0,95.0
CLI-00086,Dassault Systems #86,contact.86@company-b2b.fr,+33687081195,B2B_PROFESSIONNEL,45091923510,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-05-28,59.99,74.99,15.0,152.7,150.0,101.8,26.54,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,13,87.0,95.0
CLI-00087,Michelin Digital #87,contact.87@company-b2b.fr,+33632290587,B2B_PROFESSIONNEL,45014561409,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-08-15,59.99,74.99,15.0,166.8,150.0,111.2,20.24,Nantes,44 - Loire-Atlantique,Pays de la Loire,1,39.0,95.0
CLI-00088,TotalEnergies IT #88,contact.88@company-b2b.fr,+33654349308,B2B_PROFESSIONNEL,45078051115,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-02-24,59.99,74.99,15.0,164.4,150.0,109.6,44.29,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,9,71.0,95.0
CLI-00089,Atos Worldline #89,contact.89@company-b2b.fr,+33634768577,B2B_PROFESSIONNEL,45068814225,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-01-05,59.99,74.99,15.0,172.2,150.0,114.8,91.48,Nantes,44 - Loire-Atlantique,Pays de la Loire,16,98.5,95.0
CLI-00090,TotalEnergies IT #90,contact.90@company-b2b.fr,+33650064385,B2B_PROFESSIONNEL,45012817755,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-07-10,59.99,74.99,15.0,173.7,150.0,115.8,86.71,Strasbourg,67 - Bas-Rhin,Grand Est,1,39.0,95.0
CLI-00091,Sanofi Pharma #91,contact.91@company-b2b.fr,+33688818215,B2B_PROFESSIONNEL,45021777540,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-04-24,59.99,74.99,15.0,170.4,150.0,113.6,40.5,Lille,59 - Nord,Hauts-de-France,1,39.0,95.0
CLI-00092,Michelin Digital #92,contact.92@company-b2b.fr,+33678387610,B2B_PROFESSIONNEL,45093319077,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-06-05,59.99,74.99,15.0,179.8,150.0,119.9,45.31,Toulouse,31 - Haute-Garonne,Occitanie,3,47.0,95.0
CLI-00093,Stellantis R&D #93,contact.93@company-b2b.fr,+33646519241,B2B_PROFESSIONNEL,45074727405,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-10-11,59.99,74.99,15.0,127.8,150.0,85.2,58.01,Paris,75 - Paris,Île-de-France,1,19.0,95.0
CLI-00094,Capgemini Engineering #94,contact.94@company-b2b.fr,+33613157209,B2B_PROFESSIONNEL,45083193361,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-05-24,59.99,74.99,15.0,167.1,150.0,111.4,77.99,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2,43.0,95.0
CLI-00095,Atos Worldline #95,contact.95@company-b2b.fr,+33644324908,B2B_PROFESSIONNEL,45079932197,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-10-10,59.99,74.99,15.0,147.0,150.0,98.0,51.98,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,95.0
CLI-00096,Atos Worldline #96,contact.96@company-b2b.fr,+33627341309,B2B_PROFESSIONNEL,45012948009,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-06-24,59.99,74.99,15.0,161.4,150.0,107.6,26.87,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,11,79.0,95.0
CLI-00097,Capgemini Engineering #97,contact.97@company-b2b.fr,+33681915119,B2B_PROFESSIONNEL,45054609820,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-10-31,59.99,74.99,15.0,165.8,150.0,110.5,57.92,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,21,98.5,95.0
CLI-00098,Airbus Cyber #98,contact.98@company-b2b.fr,+33613595797,B2B_PROFESSIONNEL,45065740385,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-02-12,59.99,74.99,15.0,145.3,150.0,96.9,66.89,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,95.0
CLI-00099,Thales Optronics #99,contact.99@company-b2b.fr,+33664175245,B2B_PROFESSIONNEL,45057487961,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-12-24,59.99,74.99,15.0,125.4,150.0,83.6,48.48,Lille,59 - Nord,Hauts-de-France,2,23.0,95.0
CLI-00100,Stellantis R&D #100,contact.100@company-b2b.fr,+33678738451,B2B_PROFESSIONNEL,45027738143,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-04-29,59.99,74.99,15.0,167.8,150.0,111.9,37.92,Toulouse,31 - Haute-Garonne,Occitanie,0,35.0,95.0
CLI-00101,Capgemini Engineering #101,contact.101@company-b2b.fr,+33676533845,B2B_PROFESSIONNEL,45067489492,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-07-28,59.99,74.99,15.0,182.2,150.0,121.5,48.47,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,43.0,95.0
CLI-00102,Stellantis R&D #102,contact.102@company-b2b.fr,+33641754408,B2B_PROFESSIONNEL,45054269699,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-04-30,59.99,74.99,15.0,144.3,150.0,96.2,64.65,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,7,43.0,95.0
CLI-00103,Sanofi Pharma #103,contact.103@company-b2b.fr,+33647680176,B2B_PROFESSIONNEL,45047513060,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-11-21,59.99,74.99,15.0,163.2,150.0,108.8,87.56,Rennes,35 - Ille-et-Vilaine,Bretagne,3,47.0,95.0
CLI-00104,OVHcloud #104,contact.104@company-b2b.fr,+33615999818,B2B_PROFESSIONNEL,45010599445,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-01-23,59.99,74.99,15.0,147.2,150.0,98.1,72.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-00105,Michelin Digital #105,contact.105@company-b2b.fr,+33688007800,B2B_PROFESSIONNEL,45036089980,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-05-27,59.99,74.99,15.0,162.6,150.0,108.4,87.68,Paris,75 - Paris,Île-de-France,1,39.0,95.0
CLI-00106,Atos Worldline #106,contact.106@company-b2b.fr,+33624894074,B2B_PROFESSIONNEL,45027581124,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-10-16,59.99,74.99,15.0,158.7,150.0,105.8,47.57,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,35.0,95.0
CLI-00107,TotalEnergies IT #107,contact.107@company-b2b.fr,+33674044556,B2B_PROFESSIONNEL,45029029164,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-06-10,59.99,74.99,15.0,170.7,150.0,113.8,75.38,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,1,39.0,95.0
CLI-00108,TotalEnergies IT #108,contact.108@company-b2b.fr,+33698784812,B2B_PROFESSIONNEL,45068272187,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-03-29,59.99,74.99,15.0,179.7,150.0,119.8,67.99,Montpellier,34 - Hérault,Occitanie,18,98.5,95.0
CLI-00109,Thales Optronics #109,contact.109@company-b2b.fr,+33691337383,B2B_PROFESSIONNEL,45072408267,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-03-03,59.99,74.99,15.0,167.7,150.0,111.8,22.62,Montpellier,34 - Hérault,Occitanie,25,98.5,95.0
CLI-00110,Thales Optronics #110,contact.110@company-b2b.fr,+33618682411,B2B_PROFESSIONNEL,45012321253,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-03-23,59.99,74.99,15.0,141.3,150.0,94.2,24.66,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,3,27.0,95.0
CLI-00111,Atos Worldline #111,contact.111@company-b2b.fr,+33650960118,B2B_PROFESSIONNEL,45011104833,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-02-18,59.99,74.99,15.0,132.8,150.0,88.5,82.47,Rennes,35 - Ille-et-Vilaine,Bretagne,2,23.0,95.0
CLI-00112,Stellantis R&D #112,contact.112@company-b2b.fr,+33695635895,B2B_PROFESSIONNEL,45081308308,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-03-19,59.99,74.99,15.0,165.8,150.0,110.5,84.69,Paris,75 - Paris,Île-de-France,16,98.5,95.0
CLI-00113,Sanofi Pharma #113,contact.113@company-b2b.fr,+33630840494,B2B_PROFESSIONNEL,45073659065,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-07-13,59.99,74.99,15.0,126.2,150.0,84.1,80.05,Montpellier,34 - Hérault,Occitanie,3,27.0,95.0
CLI-00114,Thales Optronics #114,contact.114@company-b2b.fr,+33647483611,B2B_PROFESSIONNEL,45056520178,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-06-03,59.99,74.99,15.0,166.3,150.0,110.9,56.67,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,43.0,95.0
CLI-00115,Stellantis R&D #115,contact.115@company-b2b.fr,+33615928901,B2B_PROFESSIONNEL,45031593187,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-03-25,59.99,74.99,15.0,125.1,150.0,83.4,18.92,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-00116,TotalEnergies IT #116,contact.116@company-b2b.fr,+33628420782,B2B_PROFESSIONNEL,45062135305,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-01-03,59.99,74.99,15.0,147.9,150.0,98.6,62.81,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-00117,Michelin Digital #117,contact.117@company-b2b.fr,+33658690804,B2B_PROFESSIONNEL,45069448913,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-06-05,59.99,74.99,15.0,179.4,150.0,119.6,33.98,Toulouse,31 - Haute-Garonne,Occitanie,7,63.0,95.0
CLI-00118,Airbus Cyber #118,contact.118@company-b2b.fr,+33669526535,B2B_PROFESSIONNEL,45070291076,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-12-23,59.99,74.99,15.0,153.2,150.0,102.1,32.73,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,3,47.0,95.0
CLI-00119,Dassault Systems #119,contact.119@company-b2b.fr,+33617662729,B2B_PROFESSIONNEL,45038528226,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-10-24,59.99,74.99,15.0,160.5,150.0,107.0,33.67,Rennes,35 - Ille-et-Vilaine,Bretagne,1,39.0,95.0
CLI-00120,Thales Optronics #120,contact.120@company-b2b.fr,+33647465960,B2B_PROFESSIONNEL,45038549265,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-05-05,59.99,74.99,15.0,127.0,150.0,84.7,85.45,Lille,59 - Nord,Hauts-de-France,17,83.0,95.0
CLI-00121,Stellantis R&D #121,contact.121@company-b2b.fr,+33653104028,B2B_PROFESSIONNEL,45064838970,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-02-20,59.99,74.99,15.0,131.6,150.0,87.7,59.98,Rennes,35 - Ille-et-Vilaine,Bretagne,2,23.0,95.0
CLI-00122,Sanofi Pharma #122,contact.122@company-b2b.fr,+33669764890,B2B_PROFESSIONNEL,45030396237,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-04-23,59.99,74.99,15.0,139.8,150.0,93.2,28.93,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,1,19.0,95.0
CLI-00123,Sanofi Pharma #123,contact.123@company-b2b.fr,+33628536056,B2B_PROFESSIONNEL,45059433971,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-05-31,59.99,74.99,15.0,148.1,150.0,98.7,65.83,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,1,19.0,95.0
CLI-00124,Dassault Systems #124,contact.124@company-b2b.fr,+33672691835,B2B_PROFESSIONNEL,45060968402,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-05-07,59.99,74.99,15.0,182.7,150.0,121.8,73.96,Strasbourg,67 - Bas-Rhin,Grand Est,7,63.0,95.0
CLI-00125,OVHcloud #125,contact.125@company-b2b.fr,+33678385930,B2B_PROFESSIONNEL,45026148929,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-02-28,59.99,74.99,15.0,175.8,150.0,117.2,70.19,Montpellier,34 - Hérault,Occitanie,0,35.0,95.0
CLI-00126,Sanofi Pharma #126,contact.126@company-b2b.fr,+33614180421,B2B_PROFESSIONNEL,45060984796,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-01-05,59.99,74.99,15.0,158.6,150.0,105.7,19.61,Paris,75 - Paris,Île-de-France,3,47.0,95.0
CLI-00127,OVHcloud #127,contact.127@company-b2b.fr,+33628294482,B2B_PROFESSIONNEL,45067327973,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-11-12,59.99,74.99,15.0,147.2,150.0,98.1,63.82,Montpellier,34 - Hérault,Occitanie,1,19.0,95.0
CLI-00128,Thales Optronics #128,contact.128@company-b2b.fr,+33631650948,B2B_PROFESSIONNEL,45018832475,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-05-11,59.99,74.99,15.0,171.2,150.0,114.1,36.49,Lille,59 - Nord,Hauts-de-France,1,39.0,95.0
CLI-00129,Michelin Digital #129,contact.129@company-b2b.fr,+33631329973,B2B_PROFESSIONNEL,45085318555,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-04-22,59.99,74.99,15.0,178.9,150.0,119.3,58.32,Strasbourg,67 - Bas-Rhin,Grand Est,0,35.0,95.0
CLI-00130,Stellantis R&D #130,contact.130@company-b2b.fr,+33672271308,B2B_PROFESSIONNEL,45093700075,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-01-24,59.99,74.99,15.0,148.7,150.0,99.1,33.2,Lille,59 - Nord,Hauts-de-France,18,87.0,95.0
CLI-00131,TotalEnergies IT #131,contact.131@company-b2b.fr,+33669690848,B2B_PROFESSIONNEL,45067588816,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-07-30,59.99,74.99,15.0,160.3,150.0,106.9,24.97,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,22,98.5,95.0
CLI-00132,Thales Optronics #132,contact.132@company-b2b.fr,+33664719061,B2B_PROFESSIONNEL,45089195096,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-07-06,59.99,74.99,15.0,144.0,150.0,96.0,46.46,Toulouse,31 - Haute-Garonne,Occitanie,3,27.0,95.0
CLI-00133,Michelin Digital #133,contact.133@company-b2b.fr,+33614603318,B2B_PROFESSIONNEL,45062928300,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-04-25,59.99,74.99,15.0,139.7,150.0,93.1,87.77,Montpellier,34 - Hérault,Occitanie,3,27.0,95.0
CLI-00134,OVHcloud #134,contact.134@company-b2b.fr,+33629473330,B2B_PROFESSIONNEL,45055763559,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-05-26,59.99,74.99,15.0,165.9,150.0,110.6,43.15,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,35.0,95.0
CLI-00135,Atos Worldline #135,contact.135@company-b2b.fr,+33631727052,B2B_PROFESSIONNEL,45097492369,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-09-07,59.99,74.99,15.0,129.3,150.0,86.2,21.38,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,10,55.0,95.0
CLI-00136,Stellantis R&D #136,contact.136@company-b2b.fr,+33652266641,B2B_PROFESSIONNEL,45067413293,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-01-28,59.99,74.99,15.0,132.0,150.0,88.0,91.55,Paris,75 - Paris,Île-de-France,1,19.0,95.0
CLI-00137,Stellantis R&D #137,contact.137@company-b2b.fr,+33662081973,B2B_PROFESSIONNEL,45017587599,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-10-31,59.99,74.99,15.0,184.7,150.0,123.1,43.42,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,3,47.0,95.0
CLI-00138,Thales Optronics #138,contact.138@company-b2b.fr,+33656007636,B2B_PROFESSIONNEL,45080492231,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-12-23,59.99,74.99,15.0,165.0,150.0,110.0,89.06,Lille,59 - Nord,Hauts-de-France,3,47.0,95.0
CLI-00139,Michelin Digital #139,contact.139@company-b2b.fr,+33659726123,B2B_PROFESSIONNEL,45032410887,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-09-24,59.99,74.99,15.0,162.9,150.0,108.6,43.61,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,43.0,95.0
CLI-00140,OVHcloud #140,contact.140@company-b2b.fr,+33642134305,B2B_PROFESSIONNEL,45098583965,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-09-02,59.99,74.99,15.0,184.7,150.0,123.1,28.93,Paris,75 - Paris,Île-de-France,3,47.0,95.0
CLI-00141,OVHcloud #141,contact.141@company-b2b.fr,+33618096726,B2B_PROFESSIONNEL,45046149979,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-05-28,59.99,74.99,15.0,178.3,150.0,118.9,72.41,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,47.0,95.0
CLI-00142,TotalEnergies IT #142,contact.142@company-b2b.fr,+33612140505,B2B_PROFESSIONNEL,45080897273,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-02-27,59.99,74.99,15.0,164.1,150.0,109.4,41.14,Paris,75 - Paris,Île-de-France,1,39.0,95.0
CLI-00143,Dassault Systems #143,contact.143@company-b2b.fr,+33624622206,B2B_PROFESSIONNEL,45013052612,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-04-14,59.99,74.99,15.0,133.9,150.0,89.3,61.33,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-00144,Sanofi Pharma #144,contact.144@company-b2b.fr,+33655700020,B2B_PROFESSIONNEL,45088078168,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-10-01,59.99,74.99,15.0,147.8,150.0,98.5,62.44,Nantes,44 - Loire-Atlantique,Pays de la Loire,16,79.0,95.0
CLI-00145,OVHcloud #145,contact.145@company-b2b.fr,+33683461109,B2B_PROFESSIONNEL,45068017693,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-08-10,59.99,74.99,15.0,149.2,150.0,99.5,40.36,Paris,75 - Paris,Île-de-France,3,27.0,95.0
CLI-00146,Michelin Digital #146,contact.146@company-b2b.fr,+33623617249,B2B_PROFESSIONNEL,45060258828,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-04-21,59.99,74.99,15.0,133.2,150.0,88.8,38.03,Lille,59 - Nord,Hauts-de-France,0,15.0,95.0
CLI-00147,Airbus Cyber #147,contact.147@company-b2b.fr,+33613626735,B2B_PROFESSIONNEL,45046631848,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-02-10,59.99,74.99,15.0,166.3,150.0,110.9,53.98,Strasbourg,67 - Bas-Rhin,Grand Est,21,98.5,95.0
CLI-00148,Airbus Cyber #148,contact.148@company-b2b.fr,+33692737117,B2B_PROFESSIONNEL,45034403945,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-10-16,59.99,74.99,15.0,153.9,150.0,102.6,72.65,Paris,75 - Paris,Île-de-France,1,39.0,95.0
CLI-00149,Airbus Cyber #149,contact.149@company-b2b.fr,+33621478987,B2B_PROFESSIONNEL,45099313431,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-03-25,59.99,74.99,15.0,148.2,150.0,98.8,86.98,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,1,19.0,95.0
CLI-00150,OVHcloud #150,contact.150@company-b2b.fr,+33612942347,B2B_PROFESSIONNEL,45051297023,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-08-18,59.99,74.99,15.0,150.0,150.0,100.0,48.06,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,8,47.0,95.0
CLI-00151,Airbus Cyber #151,contact.151@company-b2b.fr,+33698071609,B2B_PROFESSIONNEL,45048535247,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-02-06,59.99,74.99,15.0,150.6,150.0,100.4,34.54,Paris,75 - Paris,Île-de-France,3,47.0,95.0
CLI-00152,Stellantis R&D #152,contact.152@company-b2b.fr,+33663951650,B2B_PROFESSIONNEL,45028286684,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-08-28,59.99,74.99,15.0,128.1,150.0,85.4,27.88,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,95.0
CLI-00153,TotalEnergies IT #153,contact.153@company-b2b.fr,+33617830263,B2B_PROFESSIONNEL,45096885477,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-07-19,59.99,74.99,15.0,168.4,150.0,112.3,72.17,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,35.0,95.0
CLI-00154,Stellantis R&D #154,contact.154@company-b2b.fr,+33671064525,B2B_PROFESSIONNEL,45030967165,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-09-07,59.99,74.99,15.0,172.5,150.0,115.0,48.49,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,35.0,95.0
CLI-00155,TotalEnergies IT #155,contact.155@company-b2b.fr,+33659297537,B2B_PROFESSIONNEL,45045030692,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-07-01,59.99,74.99,15.0,163.7,150.0,109.1,27.94,Rennes,35 - Ille-et-Vilaine,Bretagne,0,35.0,95.0
CLI-00156,Atos Worldline #156,contact.156@company-b2b.fr,+33694278860,B2B_PROFESSIONNEL,45040329168,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-06-22,59.99,74.99,15.0,162.6,150.0,108.4,62.24,Nantes,44 - Loire-Atlantique,Pays de la Loire,0,35.0,95.0
CLI-00157,Atos Worldline #157,contact.157@company-b2b.fr,+33671944786,B2B_PROFESSIONNEL,45061956570,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-04-14,59.99,74.99,15.0,147.3,150.0,98.2,53.55,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,95.0
CLI-00158,TotalEnergies IT #158,contact.158@company-b2b.fr,+33665332811,B2B_PROFESSIONNEL,45086684591,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-06-21,59.99,74.99,15.0,158.6,150.0,105.7,50.33,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,23,98.5,95.0
CLI-00159,Capgemini Engineering #159,contact.159@company-b2b.fr,+33629200182,B2B_PROFESSIONNEL,45050911264,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-07-22,59.99,74.99,15.0,175.5,150.0,117.0,27.59,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,43.0,95.0
CLI-00160,Dassault Systems #160,contact.160@company-b2b.fr,+33650581690,B2B_PROFESSIONNEL,45094125129,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-02-23,59.99,74.99,15.0,160.3,150.0,106.9,80.8,Paris,75 - Paris,Île-de-France,1,39.0,95.0
CLI-00161,Capgemini Engineering #161,contact.161@company-b2b.fr,+33617311797,B2B_PROFESSIONNEL,45020382300,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-11-30,59.99,74.99,15.0,131.4,150.0,87.6,51.43,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,11,59.0,95.0
CLI-00162,Sanofi Pharma #162,contact.162@company-b2b.fr,+33618581644,B2B_PROFESSIONNEL,45015939005,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-07-31,59.99,74.99,15.0,125.2,150.0,83.5,76.54,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-00163,Stellantis R&D #163,contact.163@company-b2b.fr,+33655468384,B2B_PROFESSIONNEL,45094075130,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-04-22,59.99,74.99,15.0,124.2,150.0,82.8,36.29,Strasbourg,67 - Bas-Rhin,Grand Est,10,55.0,95.0
CLI-00164,TotalEnergies IT #164,contact.164@company-b2b.fr,+33695342689,B2B_PROFESSIONNEL,45080858923,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-01-30,59.99,74.99,15.0,125.0,150.0,83.3,49.08,Nantes,44 - Loire-Atlantique,Pays de la Loire,0,15.0,95.0
CLI-00165,Airbus Cyber #165,contact.165@company-b2b.fr,+33647945520,B2B_PROFESSIONNEL,45061162198,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-06-15,59.99,74.99,15.0,174.2,150.0,116.1,91.57,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,39.0,95.0
